web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1584088186-6294","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Garin Hill","Fine","Reviewed in the United States on September 9, 2016","It was fun to re-visit Hogwarts but the plot was unremarkable. Harry Potter is predictable as a parent - uncertain and unsure of himself just as he was as a student - but still somehow manages to win. Overall, a good trip back to Hogwarts and a reminder of why I loved the original series.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_120?ie=UTF8&filterByStar=four_star&pageNumber=120&reviewerType=all_reviews&sortBy=recent"
"1584088175-6240","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Nilanjan De","Cursed child","Reviewed in the United States on September 16, 2016","finally!!!! the official sequel to the series is here.
its  short book...light reading...and script format. To maintain the play mood as the story is a play...
back to the story.. its fast paced! no necessary bckground..evidet JK didnt write it..but touches are there.
character development is alright.though missed absence of George...
Little predictable... and never thought Voldy wil be into been so narcissistic!
Worth reading.as HP follower..","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_115?ie=UTF8&filterByStar=four_star&pageNumber=115&reviewerType=all_reviews&sortBy=recent"
"1584088197-6344","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amazon Customer","The Play was Good","Reviewed in the United States on September 4, 2016","It lacked J.K.s classic writing but the story was definitely the Harry Potter I'd grew up with. I recommend to every reader.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_125?ie=UTF8&filterByStar=four_star&pageNumber=125&reviewerType=all_reviews&sortBy=recent"
"1584087960-5283","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amazon Customer","as a Harry Potter fan he loved the book","Reviewed in the United States on August 7, 2017","Bought this as a present for my husband, as a Harry Potter fan he loved the book","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=four_star&pageNumber=19&reviewerType=all_reviews&sortBy=recent"
"1584088142-6092","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amazon Customer","Four Stars","Reviewed in the United States on September 29, 2016","Yes","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_100?ie=UTF8&filterByStar=four_star&pageNumber=100&reviewerType=all_reviews&sortBy=recent"
"1584088126-6020","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","topper","I did enjoy this book/play","Reviewed in the United States on October 2, 2016","I'm a 68 year old woman....who loves everything Harry Potter.  I did enjoy this book/play, as I enjoy all of Ms. Rowlings books, whether written in her other pen name or as herself,  I enjoyed reading about Harry's relationship with his children, and friendship with Malloy.  It was a little difficult to read it in play form, but on the whole was a fun read.  Joyce Dial, Wichita, Ks.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_93?ie=UTF8&filterByStar=four_star&pageNumber=93&reviewerType=all_reviews&sortBy=recent"
"1584088311-6855","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Laura Byland","Liked, but didn't love","Reviewed in the United States on August 5, 2016","If I could've, a more accurate rating from me would've been 3.5. This was an enjoyable read to me, mostly to get more time in exploring the HP world and revisiting favorite characters. However, it simply was no where near as good as the HP originals. Still a fun read for fans, though.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_176?ie=UTF8&filterByStar=four_star&pageNumber=176&reviewerType=all_reviews&sortBy=recent"
"1584088078-5803","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","AMil","It reads like a play","Reviewed in the United States on October 16, 2016","It reads like a play, not like a novel, but the story is still as engrossing and fascinating as the other hp books. It's hp light, but worth a read.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&filterByStar=four_star&pageNumber=71&reviewerType=all_reviews&sortBy=recent"
"1584088237-6527","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Darknox","I liked it overall","Reviewed in the United States on August 24, 2016","I liked it overall. I did have some issues with some of the plot points and how they handled some of the characters. Mostly because some what happens seems a bit deus ex machina.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_143?ie=UTF8&filterByStar=four_star&pageNumber=143&reviewerType=all_reviews&sortBy=recent"
"1584088280-6718","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","RachelKati","It would have made a great book but","Reviewed in the United States on August 12, 2016","While I loved revisiting the old characters; a lot of the detail we Harry Potter readers are used to is missing.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_162?ie=UTF8&filterByStar=four_star&pageNumber=162&reviewerType=all_reviews&sortBy=recent"
"1584088163-6189","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","ronald.depaolo","Four Stars","Reviewed in the United States on September 21, 2016","Gift to my grandson","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_110?ie=UTF8&filterByStar=four_star&pageNumber=110&reviewerType=all_reviews&sortBy=recent"
"1584088229-6480","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Adryan Clapp","It was a great, quick read","Reviewed in the United States on August 27, 2016","It was a great, quick read.  However, don't hold it to the same level as the traditional HP series.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_139?ie=UTF8&filterByStar=four_star&pageNumber=139&reviewerType=all_reviews&sortBy=recent"
"1584088193-6328","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Kindle Customer","Four Stars","Reviewed in the United States on September 6, 2016","Not as good as Rowlings' masterpieces, but a good continuation of the world she created.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_123?ie=UTF8&filterByStar=four_star&pageNumber=123&reviewerType=all_reviews&sortBy=recent"
"1584088241-6547","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Lovessalt","Good. Not exactly sure why J","Reviewed in the United States on August 23, 2016","Good. Not exactly sure why J.K. Rowling said that this could only be a play. It could easily have been a book. And it didn't quite get to why Albus had developed the characteristics he did develop. Nevertheless, I love all Harry Potter works, so I'll keep reading whatever the author writes.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_145?ie=UTF8&filterByStar=four_star&pageNumber=145&reviewerType=all_reviews&sortBy=recent"
"1584088328-6932","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","tatum79","Happy reader- welcome back Harry Potter!","Reviewed in the United States on August 3, 2016","Guys- listen... I'm presuming you all can read since you're upset about purchasing a script that states right on the listing that it's a script. If you chose to not believe it, or look past that detail, it's your own fault. Giving something low ratings because you believed what you wanted is unfair.

While I don't mind the script for the play, I am finding myself missing the magic of J.K.'s beautiful details. That woman just has a way with creating worlds, and characters that we have fallen in love with in each book.
But listen, we all went to Hogwarts for year after year, we know what it looks like in our imaginations. Dare I say we saw the movies and if your imagination is failing you there's always that to fall back on.
I am 2/3rds done with the book, and I am loving meeting the children of our beloved characters. Seeing who they turned into, what qualities were passed down from their parents.

This is an easy quick read, and a solid story on which to base a theatre production. I only wish I could travel to London to see it all done up on stage.

So tend to your broken hearts Potter fans, because at the end of the day, we got what we wanted... More Harry Potter.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&filterByStar=four_star&pageNumber=184&reviewerType=all_reviews&sortBy=recent"
"1584087926-5126","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Bee","Good book","Reviewed in the United States on July 14, 2019","I loved the book. It was great to give us a what happened after nineteen years later of the Harry Potter series.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=four_star&pageNumber=3&reviewerType=all_reviews&sortBy=recent"
